month,fallback_rate,new_free_users,free_users,new_paid_users,paid_users,revenue,llm_cost,storage_cost,backend_cost,labeling_cost,payment_fees,cogs,gross_profit,gross_margin,fixed_costs,cac_spend,net_income,cumulative_net
1,0.4,1500.0,2311.1,108.89999999999999,108.89999999999999,1059.6333,14.247024,0.10000047363281249,48.4,17.096428799999998,31.788998999999997,111.6324522736328,948.0008477263672,0.8946499206153367,39500.0,3484.7999999999997,-42036.799152273634,-42036.799152273634
2,0.3398892944999803,1650.0000000000002,3606.2824600000004,169.92954,273.92904,2665.42086888,21.4496832991274,0.27718316361914064,77.60423000000002,25.73961995895288,79.96262606639999,205.03334248809944,2460.3875263919003,0.923076559922691,27500.0,5437.74528,-30477.3577536081,-72514.15690588174
3,0.2904059328696961,1815.0000000000002,4901.804769356,230.975093844,492.577327044,4792.941584580469,27.43878842103627,0.5424587838994048,107.88764192800001,32.926546105243524,143.78824753741407,312.5836827755933,4480.357901804876,0.9347824968738997,27500.0,7391.203003008,-30410.845101203122,-102925.00200708487
4,0.24967104117502664,1996.5000000000007,6213.383170356183,292.77721745133846,763.1885647783585,7426.079131481688,32.411158595617295,0.9069308728993108,139.53143470269083,38.893390314740756,222.78237394445063,434.5252884303988,6991.553843051289,0.9414865798307619,27500.0,9368.87095844283,-29877.31711539154,-132802.31912247642
5,0.21613792323986739,2196.1500000000005,7556.401703474943,356.060813252746,1084.9058926160783,10556.49597045198,36.575725449812374,1.3820471036785318,172.8261519218204,43.89087053977485,316.6948791135594,571.3696741286456,9985.126296323335,0.9458750634938022,27500.0,11393.946024087873,-28908.819727764538,-161711.13885024097
6,0.18853333288323104,2415.765000000001,8946.110111673086,421.54445552386267,1457.6295829722176,14183.221718847335,40.13605113754413,1.9797486628078176,208.0747938929061,48.163261365052946,425.49665156542005,723.850506623731,13459.371212223605,0.9489643100155557,27500.0,13489.422576763605,-27530.05136454,-189241.19021478097
7,0.16580912900123132,2657.3415000000014,10397.813476615976,489.94932612326585,1881.9855778617334,18312.347001120623,43.28107694966835,2.712619622744508,245.5959810895542,51.93729233960202,549.3704100336187,892.8973800351878,17419.449621085434,0.9512406913226061,27500.0,15678.378435944507,-25758.92881485907,-215000.11902964005
8,0.14710247784650599,2923.0756500000016,11927.0561663048,562.0078821819014,2359.304109039857,22956.81541566082,46.181100569098746,3.594038165746619,285.72720550689314,55.417320682918486,688.7044624698246,1079.6241273944815,21877.19128826634,0.9529715203155757,27500.0,17984.252229820846,-23607.060941554508,-238607.17997119456
9,0.13170309139311387,3215.3832150000026,13549.8025180404,638.4723699600188,2891.607794093082,28136.307705790387,48.9869693885875,4.6383314755248115,328.82820624266964,58.78436326630499,844.0892311737116,1285.3271015467985,26850.98060424359,0.9543178474238011,27500.0,20431.1158387206,-21080.135234477013,-259687.3152056716
10,0.11902625783378308,3536.9215365000027,15282.6165597078,720.1232933893727,3481.608736748266,33877.21354480621,51.83115891250977,5.8609360945326925,375.2845059291213,62.19739069501173,1016.3164063441862,1511.4903979753617,32365.72314683085,0.9553832727129031,27500.0,23043.945388459928,-18178.22224162908,-277865.5374473007
11,0.10859064018256318,3890.6136901500035,17142.842983452527,807.7779416286531,4132.714285223247,40212.68756665061,54.82987163996604,7.27856554902325,425.5111453735155,65.79584596795925,1206.3806269995182,1759.7960555299824,38452.89151112063,0.956237790557689,27500.0,25848.8941321169,-14896.00262099627,-292761.54006829695
12,0.1,4279.675059165003,19148.791526763973,902.2990771773599,4849.041219565561,47182.7874134461,58.08560826177143,8.909387070044664,479.9566549265907,69.70272991412573,1415.483622403383,2032.1380025759154,45150.64941087019,0.9569305224642833,27500.0,28873.570469675517,-11222.921058805328,-303984.46112710226
13,0.09292815229411533,4707.6425650815045,21319.926885067664,1004.6038846366962,5635.438249321807,54834.69264531763,61.689875494398784,10.67320881236026,539.1073026877895,74.02785059327853,1645.0407793595289,2330.539016947356,52504.15362837027,0.9574988222871645,27500.0,32147.32430837428,-7143.170680004005,-311127.63180710626
14,0.0871065803376113,5178.406821589656,23677.06627583857,1115.6732800133357,6497.516808115662,63223.00438190143,65.72583572507946,12.614499667418565,603.4916616790847,78.87100287009535,1896.690131457043,2657.393131398721,60565.61125050271,0.9579679397178499,27500.0,35701.54496042674,-2635.9337099240292,-313763.5655170303
15,0.08231424013823843,5696.247503748622,26242.5867960317,1236.5616814884047,7441.690233238862,72410.1265328252,70.27079546359363,14.746057119903694,673.6855405854112,84.32495455631235,2172.303795984756,3015.331143709977,69394.79538911523,0.9583576042731667,27500.0,39569.97380762895,2324.821581486278,-311438.74393554404
16,0.0783691674399844,6265.872254123485,29040.644761681382,1368.4073447912692,8475.221517534383,82466.73043944873,75.3984881466992,17.082776049607684,750.3173255843153,90.47818577603903,2474.001913183462,3407.2786887401235,79059.4517507086,0.9586829904546545,27500.0,43789.035033320615,7770.416717387983,-303668.3272181561
17,0.07512156857449777,6892.4594795358325,32097.409290569984,1512.4433697127217,9606.279918958056,93472.30570476822,81.18114305209808,19.64174945325794,834.0737841905609,97.4173716625177,2804.1691711430467,3836.4832195014815,89635.82248526675,0.9589559368352484,27500.0,48398.187830807095,13737.634654459653,-289930.6925636964
18,0.07244813282367427,7581.705427489417,35441.31248594718,1670.009488866621,10844.006811471565,105515.80094455549,87.69135349037337,22.442392912266335,925.7063859483749,105.22962418844803,3165.4740283366646,4306.543784876127,101209.25715967937,0.9591857925891208,27500.0,53440.30364373187,20268.953515947498,-269661.7390477489
19,0.07024735033488305,8339.87597023836,39103.31870173082,1842.5647555789392,12198.591260534282,118696.35916208541,95.00376922141037,25.506593501245586,1026.0381992453022,114.00452306569242,3560.8907748625625,4821.443859896213,113874.9153021892,0.9593800189497614,27500.0,58962.072178526054,27412.843123663144,-242248.89592408575
20,0.06843565781095456,9173.863567262197,43117.215518076104,2031.701254778455,13681.355908588694,133124.15344253753,103.19664369721899,28.85888410643328,1135.971428533296,123.83597243666279,3993.724603276126,5385.587532049737,127738.56591048779,0.9595446251278931,27500.0,65014.44015291056,35224.125757577225,-207024.77016650853
21,0.06694426562750388,10091.249923988416,47519.92923159061,2239.1589690278297,15304.853861730033,148921.32969258714,112.35326862818583,32.52664439998417,1256.4956618664128,134.823922353823,4467.639890777614,6003.839388026019,142917.49030456113,0.9596844897878664,27500.0,71653.08700889055,43764.40329567058,-163260.36687083796
22,0.06571654590383096,11100.374916387258,52351.86786802534,2466.841941425278,17082.97737937746,166223.06422713582,122.56332807472441,36.54032999871486,1388.696904948056,147.0759936896693,4986.691926814075,6681.56848352524,159541.49574361058,0.959803601776976,27500.0,78938.9421256089,53102.55361800168,-110157.81325283628
23,0.06470588235294117,12210.412408025986,57657.294958511884,2716.8358880974183,19031.07928540289,185178.7451400653,133.9242028083437,40.93373162754976,1533.7674848782956,160.70904337001244,5555.362354201959,7424.69681688616,177754.04832317913,0.9599052428437709,27500.0,86938.74841911739,63315.29990406174,-46842.51334877453
24,0.06387390026989592,13431.453648828587,63484.73758517984,2991.4274254796783,21166.10814303944,205953.2876011548,146.5422537237516,45.74426641186269,1693.0169145643856,175.85070446850193,6178.598628034643,8239.752767203145,197713.53483395165,0.9599921280054529,27500.0,95725.6776153497,74487.85721860194,27645.34386982741
